ai_budget_percentage,revenue_growth_percent,industry,company_size,region,ai_adoption_stage
6.24,2.73,Retail,SME,Asia,pilot
8.54,-3.06,Healthcare,Enterprise,Europe,partial
10.28,3.37,Agriculture,Startup,Europe,partial
10.0,-5.0,Education,SME,Africa,partial
7.63,4.03,Agriculture,Startup,Africa,pilot
9.15,8.82,Agriculture,SME,Europe,pilot
10.1,2.18,Education,Startup,Asia,partial
16.32,11.81,Technology,SME,Asia,partial
12.53,11.49,Technology,Enterprise,Europe,partial
7.96,3.38,Healthcare,Startup,Asia,pilot
14.45,10.04,Technology,Startup,Europe,partial
6.8,7.26,Healthcare,SME,Asia,pilot
11.72,-1.85,Consulting,Enterprise,Asia,partial
8.49,10.87,Retail,Enterprise,Asia,partial
7.19,8.27,Finance,SME,North America,pilot
9.69,6.93,Technology,SME,South America,pilot
7.76,1.38,Manufacturing,SME,Asia,pilot
5.99,-1.66,Healthcare,Startup,Europe,pilot
3.5,-2.03,Agriculture,SME,Asia,pilot
16.24,11.7,Agriculture,SME,Oceania,partial
9.98,5.74,Finance,Enterprise,Asia,pilot
8.98,5.33,Manufacturing,Startup,Europe,pilot
8.48,7.41,Retail,SME,Europe,partial
9.85,1.38,Logistics,Startup,Africa,partial
3.31,-5.0,Manufacturing,Startup,Asia,pilot
7.94,2.65,Retail,Startup,Asia,pilot
13.01,4.4,Finance,Startup,Asia,partial
7.18,5.78,Finance,Startup,Asia,pilot
10.82,7.98,Retail,Startup,Europe,partial
6.13,-5.0,Consulting,SME,South America,pilot
12.65,8.43,Technology,SME,Asia,partial
11.37,8.11,Technology,SME,Africa,pilot
10.29,10.22,Finance,SME,Oceania,partial
11.89,7.68,Education,Enterprise,South America,partial
10.44,12.94,Consulting,SME,Asia,partial
15.04,11.44,Consulting,SME,Europe,partial
8.91,1.92,Agriculture,Startup,Europe,partial
12.77,10.76,Healthcare,SME,South America,partial
9.1,5.96,Retail,SME,Asia,pilot
14.6,17.02,Manufacturing,SME,Asia,partial
12.49,12.11,Finance,Enterprise,Europe,partial
7.51,-1.17,Education,SME,Asia,partial
15.17,11.34,Education,Enterprise,Europe,partial
13.15,4.03,Technology,SME,Europe,partial
13.62,6.08,Technology,Startup,Oceania,partial
11.72,12.5,Agriculture,Enterprise,Asia,partial
10.96,12.76,Finance,Enterprise,Africa,partial
12.07,22.18,Agriculture,Startup,North America,partial
4.04,1.54,Manufacturing,SME,Africa,none
6.59,-1.65,Agriculture,Startup,Africa,pilot
3.06,8.57,Agriculture,SME,Africa,none
9.52,16.95,Logistics,Startup,Asia,partial
1.15,-5.0,Finance,Startup,Asia,pilot
7.7,4.97,Healthcare,SME,Africa,pilot
8.02,-0.05,Technology,SME,Asia,partial
8.88,8.49,Logistics,Startup,Africa,partial
17.11,9.33,Technology,Enterprise,Europe,partial
8.43,8.47,Education,Enterprise,Asia,pilot
9.31,-2.86,Agriculture,SME,Asia,partial
8.85,12.94,Finance,Startup,Asia,partial
7.69,3.48,Retail,SME,Africa,pilot
10.62,1.87,Agriculture,Enterprise,Europe,partial
12.43,8.97,Technology,SME,Asia,partial
13.03,17.0,Agriculture,Enterprise,South America,partial
8.23,5.23,Retail,Enterprise,Africa,pilot
1.48,2.09,Consulting,Startup,Asia,pilot
10.39,11.2,Consulting,SME,Africa,partial
14.22,9.82,Manufacturing,SME,Africa,partial
10.87,1.35,Technology,Enterprise,Asia,partial
6.16,1.68,Healthcare,Enterprise,Asia,partial
15.58,10.42,Logistics,SME,Asia,partial
18.44,9.87,Technology,Enterprise,Africa,partial
3.82,9.36,Finance,Startup,Europe,pilot
7.41,4.25,Education,SME,Europe,pilot
17.75,15.13,Technology,Enterprise,Europe,partial
6.9,3.92,Retail,SME,North America,none
7.26,6.75,Education,Startup,Europe,pilot
10.29,1.71,Agriculture,SME,Asia,pilot
8.57,-1.28,Agriculture,SME,Europe,pilot
9.45,5.2,Consulting,SME,North America,pilot
10.22,1.96,Finance,SME,Asia,pilot
10.09,9.21,Manufacturing,SME,Asia,partial
12.37,2.08,Healthcare,Startup,Africa,partial
7.94,6.77,Healthcare,SME,Asia,pilot
9.38,15.37,Technology,SME,South America,partial
11.34,4.38,Finance,Startup,South America,partial
7.33,-1.45,Education,Startup,Asia,partial
12.1,1.32,Retail,Startup,Asia,pilot
11.05,2.93,Logistics,SME,North America,partial
12.98,9.21,Education,Startup,Oceania,partial
15.84,8.67,Finance,SME,Asia,partial
12.12,5.36,Education,SME,Asia,partial
12.4,-1.26,Finance,SME,Oceania,pilot
15.62,12.47,Technology,Startup,Asia,partial
7.47,0.42,Agriculture,Startup,Europe,none
12.06,5.7,Finance,SME,Asia,pilot
5.78,6.92,Agriculture,SME,South America,pilot
13.48,8.44,Retail,SME,Asia,partial
13.16,15.54,Retail,SME,Asia,partial
10.08,6.56,Education,Enterprise,Africa,partial
7.67,-0.01,Finance,Startup,Asia,pilot
17.07,11.25,Consulting,SME,Africa,partial
2.22,5.1,Retail,SME,Europe,pilot
9.32,4.61,Consulting,Enterprise,Asia,partial
8.51,-4.31,Agriculture,Startup,North America,partial
7.39,-2.59,Education,Startup,Asia,pilot
5.94,5.37,Consulting,Startup,South America,none
6.0,6.4,Manufacturing,SME,Europe,pilot
12.02,7.74,Agriculture,Enterprise,Europe,pilot
4.81,2.81,Healthcare,Startup,Oceania,partial
9.6,1.15,Finance,SME,Africa,partial
4.81,-5.0,Finance,SME,Africa,none
13.04,4.03,Consulting,SME,Oceania,partial
9.73,-5.0,Technology,Enterprise,Europe,pilot
5.43,-4.7,Education,SME,Oceania,pilot
7.7,7.49,Manufacturing,SME,Oceania,pilot
7.81,-0.96,Manufacturing,SME,Asia,pilot
4.8,0.11,Logistics,SME,Asia,none
3.54,-5.0,Manufacturing,Startup,Europe,pilot
9.53,-2.75,Agriculture,SME,Europe,pilot
6.09,3.95,Consulting,Startup,Asia,pilot
6.91,2.79,Healthcare,Startup,Europe,partial
11.95,9.49,Manufacturing,Enterprise,Asia,partial
18.99,16.33,Technology,SME,Africa,full
7.58,7.43,Logistics,SME,Europe,partial
6.73,9.21,Technology,SME,South America,pilot
15.83,4.4,Finance,SME,South America,partial
6.94,-2.77,Consulting,Startup,Asia,pilot
4.64,3.29,Consulting,Startup,Asia,pilot
15.24,8.35,Healthcare,SME,Oceania,partial
13.05,-2.58,Manufacturing,Enterprise,Asia,pilot
10.77,3.36,Education,SME,Europe,pilot
7.53,0.51,Manufacturing,Startup,South America,pilot
16.18,7.8,Finance,Enterprise,Africa,full
9.75,0.35,Finance,SME,Africa,partial
4.5,-2.98,Agriculture,Startup,Europe,pilot
11.75,9.4,Agriculture,Startup,Europe,partial
9.33,-5.0,Education,Enterprise,Asia,partial
15.93,12.64,Manufacturing,Enterprise,South America,partial
6.03,13.16,Finance,SME,Asia,partial
12.56,0.59,Consulting,Enterprise,South America,partial
7.89,-0.56,Finance,Startup,Asia,partial
4.37,7.82,Retail,Startup,Asia,pilot
0.54,8.43,Manufacturing,SME,Asia,pilot
8.91,5.99,Logistics,Enterprise,North America,partial
11.95,6.06,Logistics,Startup,Africa,partial
9.89,18.04,Education,SME,Oceania,partial
13.37,6.18,Finance,Enterprise,South America,partial
8.77,-5.0,Education,Startup,Oceania,partial
1.2,-3.17,Finance,SME,Europe,none
13.05,7.62,Technology,Enterprise,Europe,partial
11.13,4.03,Finance,Startup,Oceania,pilot
10.2,3.99,Agriculture,Startup,South America,pilot
7.07,-5.0,Finance,Startup,Africa,pilot
5.51,2.19,Retail,SME,Europe,none
5.25,4.78,Logistics,Startup,South America,pilot
2.78,0.21,Logistics,Startup,Europe,none
7.31,6.74,Agriculture,Startup,Asia,pilot
6.79,-0.75,Retail,SME,Europe,pilot
5.74,10.14,Healthcare,SME,South America,pilot
11.35,2.5,Consulting,Startup,South America,pilot
5.45,16.02,Retail,Enterprise,South America,partial
3.78,2.4,Logistics,SME,Oceania,pilot
5.24,7.9,Finance,SME,Oceania,pilot
10.58,16.31,Logistics,Startup,Oceania,partial
10.6,2.27,Retail,SME,North America,partial
14.73,13.95,Finance,Enterprise,Asia,partial
11.07,2.37,Education,SME,North America,partial
7.83,8.18,Agriculture,Startup,Asia,pilot
8.5,3.75,Agriculture,Startup,South America,pilot
3.08,4.37,Technology,Startup,Africa,none
8.61,-1.14,Finance,Enterprise,Asia,pilot
4.04,10.91,Retail,Startup,South America,none
10.68,11.05,Finance,Startup,Africa,pilot
3.72,-2.32,Technology,SME,Europe,pilot
5.84,18.85,Healthcare,SME,South America,pilot
4.75,3.48,Agriculture,SME,Oceania,pilot
7.56,-4.56,Finance,Enterprise,South America,partial
10.29,6.43,Healthcare,Startup,North America,partial
9.27,13.09,Agriculture,Startup,Asia,pilot
1.95,-0.93,Manufacturing,SME,Europe,none
16.38,4.44,Retail,SME,Asia,partial
9.43,8.63,Agriculture,Startup,North America,pilot
8.1,8.38,Agriculture,Startup,South America,pilot
6.75,-0.23,Agriculture,Startup,Asia,pilot
17.15,6.95,Healthcare,SME,Asia,partial
10.0,-0.24,Agriculture,SME,Asia,pilot
15.35,9.88,Finance,SME,Asia,partial
6.97,-5.0,Retail,SME,Asia,pilot
13.45,0.39,Education,Startup,Asia,partial
5.32,-2.17,Healthcare,Startup,Africa,pilot
13.6,-0.01,Manufacturing,SME,Asia,partial
17.18,14.54,Manufacturing,Enterprise,Europe,partial
9.13,7.47,Technology,SME,South America,partial
8.83,7.98,Healthcare,SME,Asia,partial
8.66,12.44,Healthcare,Startup,Europe,partial
8.62,3.3,Retail,Startup,Europe,partial
8.8,10.64,Manufacturing,SME,Asia,pilot
4.0,2.4,Agriculture,Startup,South America,pilot
12.46,5.06,Education,SME,Asia,partial
6.35,8.15,Retail,Startup,Europe,pilot
13.53,16.48,Consulting,SME,Europe,full
9.49,5.46,Retail,SME,Europe,partial
3.63,-1.3,Education,SME,Europe,none
10.38,5.74,Logistics,Enterprise,Europe,partial
3.56,5.34,Finance,Startup,South America,pilot
10.36,0.73,Retail,Startup,Oceania,partial
14.49,5.86,Consulting,Enterprise,Europe,partial
11.41,8.7,Consulting,Enterprise,Europe,partial
9.36,-0.49,Manufacturing,Startup,Asia,pilot
13.18,0.79,Manufacturing,Startup,North America,partial
13.23,4.25,Healthcare,Enterprise,Europe,partial
13.61,3.7,Agriculture,SME,Africa,partial
11.04,7.16,Finance,Enterprise,South America,partial
11.22,1.06,Logistics,Startup,Asia,pilot
4.71,4.63,Finance,Startup,Asia,pilot
6.54,-0.84,Agriculture,Startup,South America,pilot
9.67,4.44,Agriculture,SME,South America,partial
9.29,1.14,Manufacturing,SME,Oceania,pilot
4.74,-3.03,Technology,SME,Europe,none
10.45,-2.38,Finance,SME,Asia,partial
6.83,4.57,Consulting,SME,Europe,partial
15.16,2.5,Logistics,Enterprise,North America,partial
5.93,0.85,Consulting,Enterprise,Asia,pilot
1.5,2.89,Manufacturing,SME,Africa,pilot
7.09,2.3,Finance,Startup,Asia,pilot
6.77,8.32,Retail,Startup,South America,partial
5.76,2.07,Education,Startup,Oceania,pilot
5.54,-0.19,Logistics,SME,Africa,pilot
12.01,6.14,Logistics,Enterprise,Asia,partial
7.19,1.24,Healthcare,SME,Asia,pilot
7.33,6.2,Retail,Startup,North America,partial
8.03,10.49,Agriculture,Startup,Europe,pilot
16.27,7.68,Finance,Enterprise,Europe,partial
21.94,9.93,Technology,Enterprise,Asia,full
10.48,6.82,Manufacturing,Startup,South America,pilot
8.52,12.69,Agriculture,Startup,Europe,pilot
7.58,6.04,Education,SME,Europe,partial
11.49,1.75,Retail,Startup,South America,partial
6.98,-2.17,Technology,SME,Africa,pilot
15.6,13.2,Technology,Enterprise,Africa,partial
8.04,-5.0,Retail,Startup,Europe,pilot
13.23,16.17,Technology,Startup,Asia,partial
8.06,2.53,Education,SME,Africa,pilot
3.76,5.33,Healthcare,Startup,Europe,pilot
12.67,5.43,Technology,SME,Europe,pilot
12.6,6.08,Finance,SME,Asia,partial
15.51,2.49,Technology,SME,Europe,partial
11.69,3.77,Technology,SME,South America,partial
6.15,2.52,Logistics,Enterprise,South America,pilot
7.26,4.34,Healthcare,Startup,Europe,pilot
7.39,2.59,Healthcare,Startup,Asia,pilot
6.75,8.74,Finance,Startup,Africa,pilot
8.58,7.32,Agriculture,SME,Asia,pilot
13.66,12.46,Technology,SME,Asia,partial
2.31,-2.83,Education,SME,Europe,pilot
4.24,-3.31,Finance,SME,Asia,pilot
10.61,0.15,Agriculture,SME,Asia,pilot
11.43,9.95,Manufacturing,SME,Europe,pilot
10.74,-1.46,Education,Enterprise,Europe,partial
9.6,11.16,Logistics,SME,Asia,partial
1.54,2.08,Agriculture,Startup,Africa,pilot
2.87,2.88,Retail,Startup,Asia,pilot
10.62,9.74,Healthcare,Startup,Asia,partial
4.29,7.05,Manufacturing,SME,Europe,pilot
6.4,1.96,Technology,Startup,Europe,partial
10.31,-0.02,Manufacturing,Startup,Asia,pilot
5.96,-1.45,Healthcare,Startup,Europe,pilot
7.0,1.92,Consulting,Startup,Asia,pilot
12.05,7.52,Technology,Startup,North America,partial
8.63,1.58,Logistics,Enterprise,South America,pilot
3.81,0.76,Education,SME,Europe,pilot
5.12,4.4,Consulting,SME,Africa,pilot
9.98,4.93,Retail,SME,Europe,pilot
12.13,-5.0,Retail,SME,South America,pilot
9.96,6.54,Agriculture,SME,North America,pilot
5.71,7.07,Retail,SME,Oceania,partial
15.17,18.96,Technology,SME,Asia,partial
3.45,-4.01,Agriculture,Startup,Africa,none
7.54,3.51,Agriculture,Startup,Asia,pilot
10.36,1.25,Education,Startup,South America,partial
8.16,8.43,Manufacturing,Startup,Europe,partial
10.48,-0.37,Logistics,Startup,Africa,pilot
9.14,10.34,Manufacturing,Enterprise,South America,partial
14.44,2.95,Logistics,SME,Europe,partial
4.65,-3.29,Finance,Startup,Asia,none
3.83,-5.0,Healthcare,Enterprise,Africa,none
15.08,18.86,Agriculture,SME,North America,partial
9.63,8.86,Finance,SME,Asia,partial
12.66,12.79,Education,Enterprise,South America,partial
13.8,12.78,Technology,SME,Asia,partial
9.07,8.22,Education,SME,Asia,partial
14.1,5.38,Finance,SME,Europe,partial
7.3,3.59,Healthcare,Startup,Africa,pilot
9.8,-4.26,Logistics,SME,Asia,partial
11.11,8.51,Education,Enterprise,South America,pilot
10.65,8.07,Retail,SME,Europe,pilot
13.88,11.2,Retail,Startup,South America,partial
12.19,0.82,Logistics,SME,Africa,partial
3.05,-1.49,Education,Enterprise,Asia,pilot
11.92,9.22,Retail,Enterprise,Africa,partial
8.36,-1.96,Agriculture,SME,Europe,pilot
10.62,3.51,Healthcare,Startup,Africa,partial
3.41,6.42,Healthcare,SME,Oceania,pilot
12.27,14.24,Education,SME,Asia,partial
8.36,5.85,Manufacturing,Startup,Europe,partial
21.84,10.92,Technology,Enterprise,Asia,full
9.78,-5.0,Agriculture,Startup,Asia,pilot
9.72,13.52,Finance,Startup,Asia,partial
6.73,2.63,Finance,SME,Europe,pilot
14.25,9.96,Finance,Enterprise,Europe,partial
9.09,-1.49,Retail,Startup,South America,partial
12.32,10.3,Technology,SME,South America,partial
15.2,3.42,Logistics,Startup,Europe,partial
4.16,-5.0,Finance,Startup,Africa,pilot
11.18,14.52,Healthcare,SME,South America,partial
6.7,12.19,Consulting,SME,Africa,partial
9.35,0.8,Technology,SME,Africa,partial
10.73,-2.39,Manufacturing,SME,South America,partial
5.86,3.5,Retail,SME,Asia,pilot
9.26,-3.51,Healthcare,Startup,South America,partial
6.77,8.66,Agriculture,SME,Europe,pilot
4.13,1.46,Agriculture,Startup,Asia,pilot
11.3,4.73,Technology,SME,Africa,partial
13.58,3.61,Technology,Startup,South America,partial
6.17,1.38,Education,Startup,Asia,pilot
16.45,8.09,Consulting,SME,Asia,partial
3.97,3.15,Manufacturing,SME,Asia,pilot
5.27,5.77,Healthcare,SME,Oceania,pilot
11.07,7.93,Retail,SME,Asia,pilot
10.93,9.58,Healthcare,SME,Oceania,pilot
12.1,6.2,Consulting,SME,Europe,pilot
11.52,-0.92,Manufacturing,Startup,Europe,partial
7.62,4.8,Education,Startup,Asia,pilot
7.19,0.13,Retail,Startup,Oceania,pilot
2.68,0.76,Consulting,SME,Asia,partial
10.33,-2.44,Retail,Enterprise,North America,pilot
6.44,-5.0,Finance,Startup,South America,partial
11.49,11.43,Technology,SME,Africa,pilot
9.34,18.05,Education,Startup,Oceania,partial
7.48,7.86,Finance,Enterprise,Oceania,pilot
7.52,3.6,Education,SME,Asia,pilot
1.69,-5.0,Education,Startup,North America,none
9.31,3.25,Technology,SME,Africa,pilot
2.52,1.19,Manufacturing,Startup,Europe,pilot
9.25,10.91,Healthcare,SME,Asia,partial
4.11,4.47,Consulting,SME,Asia,pilot
12.0,14.58,Technology,SME,Africa,partial
7.5,0.6,Manufacturing,SME,Europe,pilot
15.11,4.65,Technology,Enterprise,Africa,partial
16.79,17.03,Finance,SME,Asia,partial
11.13,6.72,Consulting,Enterprise,Asia,pilot
7.97,10.18,Manufacturing,Enterprise,Europe,pilot
9.43,4.12,Education,SME,Europe,pilot
8.68,4.98,Agriculture,SME,Oceania,partial
5.0,2.18,Manufacturing,SME,Asia,pilot
9.21,4.15,Healthcare,SME,South America,partial
5.79,8.88,Retail,SME,Asia,partial
5.28,-5.0,Consulting,SME,Asia,pilot
12.54,10.85,Manufacturing,Enterprise,Africa,partial
5.32,7.62,Finance,SME,Europe,none
9.33,3.16,Finance,Startup,Africa,partial
7.2,-5.0,Technology,SME,North America,none
12.14,13.63,Education,SME,Africa,partial
1.55,-4.27,Agriculture,Startup,Oceania,pilot
10.74,7.64,Healthcare,Enterprise,South America,pilot
4.74,-0.52,Healthcare,SME,Asia,pilot
7.12,2.08,Finance,Startup,North America,pilot
13.0,-5.0,Finance,Startup,Europe,partial
7.4,1.06,Consulting,SME,Asia,pilot
7.55,1.02,Education,SME,North America,pilot
11.99,6.6,Finance,SME,Africa,partial
10.24,6.98,Manufacturing,Startup,Europe,pilot
9.64,2.39,Technology,SME,Africa,partial
10.88,13.67,Technology,Enterprise,North America,partial
3.59,-3.91,Education,SME,Asia,pilot
9.44,5.03,Manufacturing,Startup,Asia,pilot
6.08,-0.39,Manufacturing,SME,Africa,pilot
14.68,1.41,Finance,Enterprise,Asia,partial
16.11,2.25,Technology,Enterprise,North America,partial
9.53,6.21,Logistics,Enterprise,South America,pilot
8.57,-1.03,Retail,Enterprise,Africa,pilot
5.46,1.58,Retail,Startup,South America,pilot
17.67,3.55,Logistics,Enterprise,Africa,partial
9.9,9.63,Finance,SME,Europe,partial
7.57,7.49,Education,Startup,Europe,pilot
6.63,8.44,Consulting,Startup,Asia,partial
9.0,2.24,Education,Startup,North America,pilot
10.24,-5.0,Healthcare,Startup,Asia,partial
7.02,0.65,Agriculture,Enterprise,South America,pilot
10.88,7.53,Consulting,Startup,Europe,partial
9.35,20.99,Retail,Startup,Africa,partial
9.48,1.66,Manufacturing,SME,Europe,pilot
12.86,5.24,Agriculture,SME,Africa,partial
8.22,5.45,Manufacturing,Startup,South America,pilot
17.33,0.85,Retail,Startup,Europe,partial
7.31,12.15,Logistics,SME,Europe,partial
3.46,-4.08,Healthcare,Startup,Africa,pilot
13.16,11.64,Technology,Startup,Europe,partial
10.49,-0.72,Agriculture,Startup,Asia,partial
8.77,1.98,Logistics,Startup,Europe,partial
12.18,6.06,Technology,Startup,Europe,pilot
4.47,4.42,Retail,Startup,Asia,pilot
8.27,-0.75,Finance,Enterprise,Africa,pilot
8.76,-5.0,Education,SME,Europe,pilot
14.1,-2.44,Agriculture,SME,Asia,pilot
9.48,5.28,Logistics,Startup,Asia,pilot
3.31,2.48,Healthcare,SME,North America,partial
5.51,9.88,Retail,SME,Africa,pilot
14.79,15.14,Technology,SME,Europe,partial
12.34,-2.81,Agriculture,Enterprise,Asia,pilot
5.66,0.45,Retail,SME,Africa,pilot
8.19,4.19,Healthcare,Enterprise,Asia,pilot
6.47,0.8,Consulting,Enterprise,Africa,pilot
15.47,6.81,Agriculture,Enterprise,Europe,partial
7.92,3.58,Consulting,Startup,Asia,pilot
4.87,-5.0,Retail,Startup,Asia,pilot
2.04,-1.29,Manufacturing,SME,Asia,none
17.73,-1.51,Manufacturing,Enterprise,Asia,partial
12.79,0.46,Manufacturing,Enterprise,Asia,partial
9.29,-2.88,Healthcare,Enterprise,Europe,pilot
7.46,4.75,Finance,Startup,Asia,partial
13.39,2.2,Finance,SME,Asia,partial
5.22,2.38,Finance,Enterprise,Europe,pilot
7.56,1.95,Manufacturing,Enterprise,Asia,pilot
11.98,15.32,Education,SME,Oceania,partial
12.44,-1.31,Technology,SME,Asia,partial
8.28,5.86,Healthcare,Enterprise,Europe,partial
6.06,6.74,Logistics,Enterprise,Asia,pilot
8.62,4.09,Retail,SME,Asia,partial
13.66,5.07,Agriculture,Startup,Europe,partial
6.93,4.18,Agriculture,SME,Africa,pilot
11.43,1.54,Consulting,SME,Africa,pilot
6.28,9.27,Finance,Startup,Europe,pilot
12.6,-2.47,Agriculture,SME,Europe,partial
8.57,7.36,Agriculture,Enterprise,South America,pilot
4.91,0.67,Healthcare,SME,South America,pilot
6.12,0.03,Consulting,SME,South America,pilot
13.72,12.63,Logistics,Enterprise,Asia,partial
14.38,0.49,Technology,Startup,Europe,partial
12.57,7.85,Healthcare,SME,Asia,partial
10.27,8.87,Manufacturing,SME,Europe,partial
15.31,9.18,Agriculture,SME,South America,partial
13.98,2.5,Finance,SME,Europe,partial
13.19,-3.34,Technology,SME,Africa,partial
9.78,14.37,Manufacturing,SME,South America,pilot
12.88,17.5,Technology,SME,South America,partial
12.5,15.05,Healthcare,SME,Asia,partial
11.16,3.73,Manufacturing,Enterprise,North America,partial
3.75,1.77,Logistics,Startup,Europe,pilot
12.98,-5.0,Education,Enterprise,Asia,partial
8.31,2.05,Manufacturing,Startup,Africa,pilot
13.52,0.83,Education,Startup,Europe,partial
13.41,10.62,Education,Startup,Asia,pilot
7.09,-2.6,Education,Startup,Asia,pilot
9.2,-5.0,Finance,Startup,Europe,pilot
13.47,3.55,Manufacturing,Startup,Europe,partial
11.2,3.75,Technology,Startup,Asia,pilot
5.11,5.49,Education,Enterprise,Asia,pilot
10.49,4.06,Logistics,Startup,Asia,pilot
5.59,-1.14,Logistics,Startup,Europe,pilot
7.48,-3.69,Retail,SME,Asia,pilot
3.15,3.42,Logistics,SME,Asia,pilot
4.63,-5.0,Agriculture,Startup,South America,pilot
12.52,-1.9,Education,SME,Europe,pilot
14.46,0.01,Education,Enterprise,Europe,partial
0.0,5.96,Agriculture,Startup,Europe,pilot
7.93,6.46,Finance,Startup,Africa,pilot
7.94,-0.34,Manufacturing,SME,Asia,partial
8.58,3.03,Retail,SME,Europe,pilot
8.87,6.18,Education,Startup,Europe,partial
6.29,5.92,Agriculture,Startup,Europe,pilot
5.37,-0.57,Logistics,SME,North America,pilot
7.11,-3.25,Retail,SME,Asia,pilot
10.73,2.83,Retail,Startup,Oceania,pilot
3.88,-3.72,Logistics,Startup,Europe,pilot
15.31,1.17,Retail,Enterprise,Europe,partial
6.88,14.06,Logistics,Startup,Asia,pilot
2.29,7.19,Retail,Startup,South America,none
9.9,5.84,Manufacturing,Startup,South America,pilot
11.81,8.19,Consulting,Enterprise,Africa,pilot
10.15,3.5,Education,Startup,Europe,partial
4.87,6.59,Technology,Startup,Europe,pilot
9.55,4.89,Agriculture,Startup,Asia,pilot
3.73,6.49,Agriculture,Startup,Europe,pilot
5.2,-1.07,Finance,SME,Europe,pilot
8.22,-3.6,Agriculture,Startup,Europe,pilot
8.36,3.75,Retail,SME,Europe,pilot
15.27,4.39,Manufacturing,SME,Asia,partial
2.14,15.76,Consulting,Startup,Asia,partial
